Įstaiga;Paslauga;Renginio pavadinimas;Metai;Lėšos;Dalyvių skaičius
VšĮ Lietuvos energetikos muziejus;Tarptautinių bendradarbiavimo renginių, projektų, seminarų organizavimas;Tarptautinė knygos diena/Vaikiškos knygos diena – edukacinė programa „Mano (pagaminta) pasaka“ (2015-04-02);2015;-;-
VšĮ Lietuvos energetikos muziejus;Tarptautinių bendradarbiavimo renginių, projektų, seminarų organizavimas;Tarptautinė aviacijos ir kosmonautikos diena – edukacinės raketų dirbtuvės muziejuje (2015-04-11);2015;-;-
VšĮ Lietuvos energetikos muziejus;Tarptautinių bendradarbiavimo renginių, projektų, seminarų organizavimas;Tarptautinė šeimos diena (2015-05-15);2015;-;-
VšĮ Lietuvos energetikos muziejus;Tarptautinių bendradarbiavimo renginių, projektų, seminarų organizavimas;Tarptautinė muziejų diena (2015-05-17);2015;-;-
VšĮ Lietuvos energetikos muziejus;Tarptautinių bendradarbiavimo renginių, projektų, seminarų organizavimas;Tarptautinė jaunimo diena (2015-08-12);2015;-;-
VšĮ Lietuvos energetikos muziejus;Tarptautinių bendradarbiavimo renginių, projektų, seminarų organizavimas;Tarptautinė ozono sluoksnio apsaugos diena (2015-09-16);2015;-;-
VšĮ Lietuvos energetikos muziejus;Tarptautinių bendradarbiavimo renginių, projektų, seminarų organizavimas;Tarptautinė studentų diena (2015-11-17);2015;-;-
VšĮ Lietuvos energetikos muziejus;Tarptautinių bendradarbiavimo renginių, projektų, seminarų organizavimas;Tarptautinė neįgaliųjų žmonių diena (2015-12-03);2015;-;-
VšĮ Lietuvos energetikos muziejus;Tarptautinių bendradarbiavimo renginių, projektų, seminarų organizavimas;Tarptautinė gido diena;2016;-;30
VšĮ Lietuvos energetikos muziejus;Tarptautinių bendradarbiavimo renginių, projektų, seminarų organizavimas;Tarptautinė gido diena;2017;-;31
VšĮ Lietuvos energetikos muziejus;Tradicinės (etninės) kultūros renginių paslauga;„Skamba skamba kankliai“ festivalio koncertas „Nakties muzika“.;2019;-;-
VšĮ Lietuvos energetikos muziejus;Valstybės švenčių ir tradicinių Vilniaus miesto renginių, apdovanojimų ir minėtinų datų paslauga ;Projektas „Istorinių dokumentų paroda Kovo 11-osios minėjimui“;2017;7000;-
VšĮ Lietuvos energetikos muziejus;Valstybės švenčių ir tradicinių Vilniaus miesto renginių, apdovanojimų ir minėtinų datų paslauga ;Kovo 11 dienos minėjimui skirtas festivalis „Pavasario linksmybės“;2018;-;-
VšĮ Lietuvos energetikos muziejus;Vilniaus miesto įstaigų (muziejų) edukacinių programų finansavimo konkursas;„Iliuzijos – mokslas, mistika ar apgaulė?“;2015;-;-
VšĮ Lietuvos energetikos muziejus;Vilniaus miesto įstaigų (muziejų) edukacinių programų finansavimo konkursas;„Kodėl močiutės mezga kojines? Pramoninė gamyba ir rankų darbas“;2015;-;-
VšĮ Lietuvos energetikos muziejus;Vilniaus miesto įstaigų (muziejų) edukacinių programų finansavimo konkursas; „Žemės planeta kišenėje“;2015;-;-
VšĮ Lietuvos energetikos muziejus;Vilniaus miesto įstaigų (muziejų) edukacinių programų finansavimo konkursas;„Vilnius ir muzika klausymo procese“;2015;-;-
VšĮ Lietuvos energetikos muziejus;Vilniaus miesto įstaigų (muziejų) edukacinių programų finansavimo konkursas;Vedama mobili edukacinė programa „Iliuzijos – mokslas, mistika ar apgaulė?“ ne muziejuje;2015;-;-
VšĮ Lietuvos energetikos muziejus;Vilniaus miesto įstaigų (muziejų) edukacinių programų finansavimo konkursas;Kartą per mėnesį organizuojamos kūrybinės dirbtuvės arba edukacinės programos anglų k. (angliakalbėms mokykloms ir pan.);2015;-;-
VšĮ Lietuvos energetikos muziejus;Vilniaus miesto įstaigų (muziejų) edukacinių programų finansavimo konkursas;Šeimoms ir vaikams skirta edukacinė programa „Pasidaryk kaleidoskopą pats“;2015;-;-
VšĮ Lietuvos energetikos muziejus;Vilniaus miesto įstaigų (muziejų) edukacinių programų finansavimo konkursas;Išvažiuojamųjų edukacinių užsiėmimų paslaugų kūrimas;2015;-;-
VšĮ Lietuvos energetikos muziejus;Vilniaus miesto įstaigų (muziejų) edukacinių programų finansavimo konkursas;Edukacinė programa „Vilnius, muzika ir Čiurlionis“ M. K. Čiurlionio gimimo 140-osioms metinėms paminėti (2015-09-22);2015;-;-
VšĮ Lietuvos energetikos muziejus;Vilniaus miesto įstaigų (muziejų) edukacinių programų finansavimo konkursas;Tyrėjų naktis;2015;-;-
VšĮ Lietuvos energetikos muziejus;Vilniaus miesto įstaigų (muziejų) edukacinių programų finansavimo konkursas;Projekto metu sukurto edukacinio-orientacinio žaidimo bandymas;2016;-;11
VšĮ Lietuvos energetikos muziejus;Vilniaus miesto įstaigų (muziejų) edukacinių programų finansavimo konkursas;Projekto metu sukurto edukacinio-orientacinio žaidimo pristatymas;2016;-;23
VšĮ Lietuvos energetikos muziejus;Vilniaus miesto įstaigų (muziejų) edukacinių programų finansavimo konkursas;Pagaminta Vilniuje: miesto technikos ir pramonės istorija.;2018;-;-
VšĮ Lietuvos energetikos muziejus;Vilniaus miesto įstaigų (muziejų) edukacinių programų finansavimo konkursas;Technikos mokslas ir technika vaikams – interaktyvūs fizikos mokslo eksperimentai.;2018;-;-
VšĮ Lietuvos energetikos muziejus;Vilniaus miesto įstaigų (muziejų) edukacinių programų finansavimo konkursas;„Kodėl močiutės mezga kojines?“ – pramoninės gamybos ir rankų darbo edukacinis užsiėmimas.;2018;-;-
VšĮ Lietuvos energetikos muziejus;Vilniaus miesto įstaigų (muziejų) edukacinių programų finansavimo konkursas;Žemės planeta kišenėje – Struvės geodezinis lankas ir geometriniai matavimai.;2018;-;-
VšĮ Lietuvos energetikos muziejus;Vilniaus miesto įstaigų (muziejų) edukacinių programų finansavimo konkursas;„Kaip Tomui įsižiebė lemputė?“ – edukacinė programa nagrinėja elektros energijos naudą, fizikinius jos veikimo principus, vedamos dirbtuvės.;2018;-;-
VšĮ Lietuvos energetikos muziejus;Vilniaus miesto įstaigų (muziejų) edukacinių programų finansavimo konkursas;„Išrandame bateriją“ – edukacinė programa nagrinėja elektros energijos kūrimo ir sklidimo procesą.;2018;-;-
VšĮ Lietuvos energetikos muziejus;Vilniaus miesto įstaigų (muziejų) edukacinių programų finansavimo konkursas;Fotografija: pasaulis degtukų dėžutėje – edukacinė programa skirta susipažinti su fotoaparato veikimo principais, fotolaboratorijos įranga bei juostelės ryškinimo procesu.;2018;-;-
VšĮ Lietuvos energetikos muziejus;Vilniaus miesto įstaigų (muziejų) edukacinių programų finansavimo konkursas;Kalėdinės popieriaus marmuravimo dirbtuvės;2019;-;-
VšĮ Lietuvos energetikos muziejus;Vilniaus miesto įstaigų (muziejų) edukacinių programų finansavimo konkursas;„Kaip Tomui įsižiebė lemputė?“ – edukacinė programa nagrinėja elektros energijos naudą, fizikinius jos veikimo principus, vedamos dirbtuvės;2019;-;-
VšĮ Lietuvos energetikos muziejus;Vilniaus miesto įstaigų (muziejų) edukacinių programų finansavimo konkursas;„Išrandame bateriją“ – edukacinė programa nagrinėja elektros energijos kūrimo ir sklidimo procesą;2019;-;-
VšĮ Lietuvos energetikos muziejus;Vilniaus miesto įstaigų (muziejų) edukacinių programų finansavimo konkursas;„Faradėjaus judesys“ – edukacinė programa apie tai, kaip atsirado pirmosios baterijos;2019;-;-
VšĮ Lietuvos energetikos muziejus;Vilniaus miesto įstaigų (muziejų) edukacinių programų finansavimo konkursas;„Žemės planeta kišenėje“ – edukacinė programa apie Struvės geodezinį lanką ir geometrinius matavimus;2019;-;-
VšĮ Lietuvos energetikos muziejus;Vilniaus miesto įstaigų (muziejų) edukacinių programų finansavimo konkursas;„Iliuzijos – mistika, mokslas ar apgaulė? “ – edukacinė programa apie iliuzijas ir jų veikimo principus;2019;-;-
VšĮ Lietuvos energetikos muziejus;Vilniaus miesto mugių paslauga;Knygos pristatymas Vilniaus knygų mugėje;2016;-;70
VšĮ Lietuvos energetikos muziejus;Vilniaus miesto savivaldybės kultūros įstaigų projektų konkursas;Projekto „Interaktyvių ekspozicijų atnaujinimas 3D projekcijomis“ pristatymas;2015;-;-
VšĮ Lietuvos energetikos muziejus;Vilniaus miesto savivaldybės kultūros įstaigų projektų konkursas;Projekto „Interaktyvus maršrutas žmonėms su regos negalia Energetikos ir technikos muziejuje“ pristatymas;2015;-;-
VšĮ Lietuvos energetikos muziejus;Vilniaus miesto savivaldybės kultūros įstaigų projektų konkursas;Projekto „Interaktyvios komunikacijos sistemos šiuolaikiniame muziejuje sukūrimas“ pristatymas;2015;-;-
VšĮ Lietuvos energetikos muziejus;Vilniaus miesto savivaldybės kultūros įstaigų projektų konkursas;Projekto „Papildytos realybės technologijos pritaikymas kultūros paveldo objekte – Vilniaus centrinėje elektrinėje. II etapas“ pristatymas;2015;-;-
VšĮ Lietuvos energetikos muziejus;Vilniaus miesto savivaldybės kultūros įstaigų projektų konkursas;Projekto metu sukurto eksponato pristatymas;2016;-;309
